No,NAMA,JUDUL,ABSTRAK,label
62,Yudo Witnu Prasetyo,Identifikasi Potensi Stunting Menggunakan Metode NaÃ¯ve Bayes,"Stunting adalah gagalnya pertumbuhan anak yang diakibatkan oleh ketidak cukupan nutrisi yang didaptkan pada saat ibu mengandung hingga anak berusia 24 bulan. Kondisi fisik anak yang terkena stunting dapat dilihat pada ukuran tinggi badan anak yang tidak normal atau pendek. Angka stunting di Indonesia masih terbilang tinggi, dengan persentase sebesar 30%. Kendati demikian masih banyak orangtua yang belum mengetahui apa saja faktor yang dapat menyebabkan stunting pada anak. Disamping itu juga orangtua memiliki keterbatasan dalam mengidentifikasi apakah seorang anak berpotensi terkena stunting. Pada penelitian ini dilakukan identifikasi potensi stunting pada balita dengan menggunakan metode naÃ¯ve bayes. Adapun faktor-faktor yang mempengaruhi terjadinya potensi stunting adalah faktor ibu, anak, serta sosial ekonomi dan lingkungan hidup. Faktor ibu terdiri dari indeks masa tubuh kurang dari 18,5, usia hamil ibu dibawah 20 tahun, dan asupan nutrisi ibu tidak terpenuhi. Faktor anak terdiri dari tidak dilakukannya inisiasi menyusui dini, tidak dilakukannya ASI eksklusif, tidak diberikannya makanan pendamping ASI, dan Z-Score anak kurang dari -2SD. Faktor ekonomi dan lingkungan hidup terdiri dari orang tua bukan keluarga menengah keatas dan tidak memiliki sanitasi pemukiman yang layak. Uji coba dilakukan terhadap 50 orang responden yang memiliki anak balita. Hasil identifikasi dengan metode naÃ¯ve bayes selanjutnya dikonfirmasi kepada dokter spesialis gizi untuk mengetahu tingkat kebenaran hasil uji coba. Berdasarkan uji coba diperoleh hasil metode naÃ¯ve bayes dapat digunakaan untuk mengidentifikasi potensi stunting pada anak dengan tingkat akurasi 100%. Adapun faktor yang paling berpengaruh dalam menyebabkan seorang anak berpotensi terkena stunting adalah indeks masa tubuh ibu. Dengan adanya aplikasi identifikasi potensi stunting pada balita, orangtua dapat mengetahui potensi anak terkena stunting, faktor-faktor yang mempengaruhi terjadinya potensi stunting, beserta saran pencegahannya. Kata Kunci : Stunting, NaÃ¯ve Bayes",AI
63,Sunandar,Pembuatan Aplikasi Tumbuh Kembang Anak Pada Paud Berbasis Android Menggunakan Metode Simple Addictive Weighting,"Tumbuh kembang adalah suatu proses yang pasti dialami oleh setiap manusia, tak terkecuali anak-anak yang sedang menempuh pendidikan anak usia dini (PAUD) di kelurahan penggilingan jakarta timur. Beberapa ahli mengatakan bahwa bila tumbuh kembang anak diusia 3 tahun tidak dimaksimalkan dengan benar, maka perkembangannya akan terganggu bahkan berhenti sampai usia 7 tahun. Untuk mengetahui tingkat keberhasilan proses tumbuh kembang pada anak, IDAI bersama DEPKES menyusun penggunaaan Kuesioner Pra Skrining Perkembangan (KPSP) sebagai alat praskrening. KPSP digunakan untuk mengetahui nilai tumbuh kembang pada anak. Namun untuk mencari nilai yang terbaik pada setiap anak, perhitungan yang digunakan oleh guru PAUD masih menggunakan media kalkulator dan dicatat dibuku sebagai media penyimpanannya. Solusi dari permasalah tersebut adalah membuat aplikasi berbasis android yang dapat menghitung dan merangkingkan nilai untuk mencari yang terbaik pada setiap anak yang diinputkan, serta dapat menyimpan data dari setiap anak. Metode Simple Additive Weighting (SAW) adalah metode yang diterapkan dalam Apikasi Tumbuh Kembang Anak, karena metode Simple Additive Weighting (SAW) dapat merangkingankan nilai untuk mencari yang terbaik. Kata Kunci: Tumbuh Kembang Anak, Metode SAW, Perangkingan, Android.",AI
64,Riza Kusumah Noma,Pembuatan Aplikasi Sistem Informasi Penitipan Anak Berbasis Web Di Lingkungan Kementerian Luar Negeri Ri,"Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Republik Indonesia Nomor 5 tahun 2015 tentang Penyediaan Sarana Kerja yang Responsif Gender dan Peduli Anak di Tempat Kerja mengamanatkan Kementerian, Lembaga dan Instansi Pemerintah untuk menyediakan sarana yang sesuai dengan peraturan tersebut. Keberadaan Tempat Penitipan Anak di Kementerian Luar Negeri merupakan salah satu wujud tanggung jawab Kementerian dalam menciptakan lingkungan yang responsif gender dan peduli anak. Namun pemanfaatanya belum maksimal karena proses administrasi masih dilakukan secara manual dan kurang transparan. Melalui metodologi observasi, wawancara, kuisioner dan studi literatur terhadap kebijakan dan peraturan pemerintah terkait tempat penitipan anak dirancanglah â€œPembuatan aplikasi Sistem Informasi Penitipan Anak Berbasis Web di Lingkungan Kementerian Luar Negeri RIâ€ yang berusaha menjawab permasalahan yang ada dengan memberikan alternatif solusi dalam pengelolaan tempat penitipan anak di Kementerian Luar Negeri yang lebih teratur dan dapat memberikan kesempatan yang sama kepada semua karyawan di Kementerian Luar Negeri untuk dapat memanfaatkan fasilitas ini dengan baik. Hasil dari ujicoba aplikasi ini, pengelolaan administrasi menjadi lebih teratur, data orang tua dan anak tersimpan dengan rapih, proses pemesanan lebih transparan dan juga dapat menjembatani interaksi antara pengguna dan pengelola. Kata Kunci: Tempat Penitipan Anak, Kementerian Luar Negeri",AI
65,Andriyan Syah Putra,Aplikasi Berbasis Android Menggunakan Metode Sequential Search Untuk Presensi Mahasiswa Program Studi Informatika Ftumj,"Sistem presensi memiliki peran penting dalam kehidupan sehari-hari. Dalam kegiatan belajar mengajar di universitas presensi merupakan faktor yang penting. Selama ini presensi yang dilakukan masih secara manual. Presensi dilakukan dengan pengisian tanda tangan. Di era modern seperti sekarang ini telah hadir smartphone (ponsel pintar). Ponsel pintar tersebut dapat dimanfaatkan untuk sistem presensi mahasiswa. Ponsel pintar memiliki beragam fitur yang dapat mendukung, antara lain kamera. Salah satu ponsel pintar yang berkembang saat ini adalah ponsel berbasis android. Dengan ponsel berbasis android diharapkan dapat membangun sistem presensi mahasiswa menggunakan QR Code. Metode Sequential Searching atau disebut pencarian beruntun yang dapat digunakan untuk melakukan pencarian data, baik pada array yang sudah terurut maupun belum terurut. Pada tugas akhir ini dibangun sistem presensi mahasiswa menggunakan QR Code pada android dengan menggunakan metode sequential search . Ponsel berbasis android dapat dimanfaatkan untuk sistem presensi dengan QR Code karena dapat menjalankan aplikasi dengan baik. Kata kunci: Android, QRCode, Sistem Presensi, Sequential search",AI
66,Atikah Sugianti,Aplikasi Deteksi Kemiripan Judul Skripsi Dengan Metode Cosine Similaroty Berbasis Web,"Judul skripsi adalah nama yang digunakan untuk skripsi yang dapat menyiratkan secara pendek isi atau maksud skripsi tersebut. Beberapa mahaiswa dalam melakuakn pencarian judul skripsi seringkali mengalami kesulitan dan kendala dengan beberapa kali harus mengganti dan merubah judul skripsi. Pengecekan judul skripsi yang dilakukan secara manual dan kurang diperhatikan oleh dosen dan juga mahasiswa memungkinkan adanya plagiat. Oleh karena itu, perlu di buatnya aplikasi untuk mengatasi masalah tersebut. Diharapkan dengan adanya sistem tersebut dapat lebih menunjang kegiatan admin atau dosen didalam institute atau universitas. Setelah dilakukan pengujian aplikasi dengan menggunakan metode cosine similarity diharapkan aplikasi berjalan dengan baik. Kata Kunci: Judul Skripsi, Cosine Similarity",AI
67,Aulia Syifa,Sistem Rekomendasi Penerimaan Calon Asisten Laboratorium Menggunakan Metode K-Nearest Neighboar Berbasis Web,"Terciptanya laboratorium yang produktif tidak terlepas dari pengelola laboratorium atau kinerja asisten laboratorium. Maka dari itu, Laboratorium Informatika FT-UMJ membutuhkan asisten laboratorium untuk mengontrol dan mengajarkan mahasiswa dalam melaksanakan praktikum. Pada penelitian ini diusulkan sebuah sistem rekomendasi penerimaan calon asisten laboratorium menggunakan metode K-Nearest Neighbor untuk memberikan rekomendasi diterima atau tidaknya calon asisten serta untuk mengetahui keahlian yang dikuasai calon asisten berdasarkan beberapa kriteria penilaian yang telah ditentukan yaitu nilai tes tertulis, tes microteaching, tes persentasi project, tes hardware, psikotest, dan wawancara. Dari penelitian yang telah dilakukan, didapatkan hasil akurasi menentukan diterima atau tidaknya calon asisten sebesar 79,8 %. Sedangkan hasil akurasi mengetahui keahlian calon asisten sebesar 88,8%. Kata Kunci : Laboratorium, Calon Asisten, K Nearest Neighbor",AI
68,Toni Rahayu,Implementasi Algoritma Boyer-Moore Untuk Pencarian Dokumen Pada Aplikasi Peminjaman Laporan Skripsi Dan Kerja Praktek (Studi Kasus: Prodi Teknik Informatika Universitas Muhammadiyah Jakarta),"Pada Universitas Muhammadiyah Jakarta khususnya di jurusan teknik informatika, setiap tahunnya mahasiswa membuat penelitian program studi berupa skripsi atau laporan kerja praktek. Untuk mendukung penelitian tersebut, mahasiswa melakukan peminjaman dokumen skripsi atau kerja praktek di jurusan teknik informatika. Kendala pada saat peminjaman dokumen tersebut adalah mahasiswa terlebih dahulu mencari judul dokumen tersebut di daftar dokumen dan hal tersebut memerlukan waktu yang cukup lama. Oleh karena itu penelitian ini mengembangkan suatu aplikasi berbasis android, yang dapat melakukan peminjaman skripsi atau laporan kerja praktek agar peminjaman dapat dilakukan dimanapun dan kapanpun. Untuk proses pencarian kata pada dokumen digunakan algoritma Boyer-Moore. Algoritma Boyer-Moore merupakan metode pencocokan string (kata) kanan kekiri yaitu scan karakter pattern dari kanan kekiri dimulai dari karakter paling kanan. Berdasarkan hasil pengujian Precision and Recall pada aplikasi peminjaman laporan skripsi atau kerja praktek, dengan percobaan 10 kali dengan pencarian kata dimulai dari satu kata sampai dua kata menghasilkan nilai precision 100% dan recall sebesar 84,4%. Kata Kunci : Algoritma Boyer-Moore, Dokumen, Pencocokan string, Kerja Praktek",AI
69,Muhamad Irfan Nail,Implementasi Algoritma A Star Untuk Pencarian Lokasi Dan Syiar Pimpinan Wilayah Muhammadiyah Dki Jakarta (Studi Kasus: Default Lokasi Fakultas Teknik Universitas Muhammadiyah Jakarta),"Muhammadiyah sebagai organisasi yang memiliki banyak kader dan berbagai macam kegiatan memiliki kantor sekretariat di setiap daerah. Dalam berbagai kebutuhan, banyak kader dan masyarakat yang membutuhkan fasilitas untuk mencari alamat kantor Muhammadiyah, namun memiliki kesulitan dalam sistem yang sudah berjalan, yaitu website Muhammadiyah hanya menampilkan alamat lokasi, dan jika alamat tersebut di-input pada aplikasi pencarian lokasi umum seperti google maps atau waze maka alamat tersebut tidak ada dalam database google sehingga tidak bisa menemukan rute terdekat. Aplikasi Pencarian Lokasi Kantor Muhammadiyah bertujuan untuk membantu pengguna dalam permasalahan ini, dengan memanfaatkan sistem informasi geografis, location based service, serta penggunaan metode Algoritma A Star untuk mendapatkan rute tercepat menuju lokasi. Setelah dilakukan uji coba oleh pengguna, aplikasi ini dapat memberikan nama kantor, alamat, serta rute terdekat menuju kantor yang dituju. Kata Kunci : Algoritma A Star, Location Based Service, Muhammadiyah, rute tercepat",AI
70,Satu Kojiro Yuga,Pembuatan Aplikasi Booking Service Online Menggunakan Metode Haversine Pada Dealer Tunas Toyota Berbasis Android Hybrid,"Service kendaraan secara berkala menjadi rutinitas wajib bagi pemiliknya. Saat ini Dealer Tunas Toyota melayani booking service berkala melalui telepon. Cara booking seperti ini dirasakan kurang efektif untuk melayani pelanggan mengingat telepon adalah teknologi lama. Selain itu  belum ada informasi perkiraan biaya service,durasi pengerjaan dan jarak antara pelangggan ke dealer. Hal ini akan mempengaruhi penilaian pelanggan terhadap pelayanan dealer sehingga dibutuhkan solusi cerdas untuk pengoptimasian kasus tersebut. Informasi jarak pelanggan dengan dealer digunakan untuk menghitung biaya jika pelanggan meminta dealer menjemput kendaraaannya. Untuk menghitung jarak kedua lokasi tersebut penulis menggunakan Metode Haversine. Tujuan dari penelitian ini adalah untuk memberikan pelayanan terbaik bagi pelanggan. Adapun hasil penelitian adalah berupa aplikasi booking service yaitu dengan menyediakan fitur booking secara online,tersedianya informasi perkiraan biaya,durasi pengerjaan service dan jarak kedua lokasi. Kata Kunci : Service Berkala, Booking Service,Telepon ,Online,Service, Metode Haversine, Aplikasi.",AI
71,Agung Gustiar,Aplikasi Sistem Informasi Pemesanan Dan Monitoring Servis Online Berbasis Web Pada Honda Jakarta Center,"PT. Imora Motor (Honda Jakarta Center) merupakan Perusahaan yang bergerak dalam bidang penjualan dan servis kendaraan roda 4 khusus Honda. Prosedur yang berjalan saat ini dalam bidang servis adalah konsumen datang langsung ke Dealer,mengambil nomor antrian dan menunggu giliran untuk selanjutnya menunggu kembali petugas Service advisor datang menginformasikan saat kendaraan bersangkutan telah selesai di servis tanpa mengetahui progres pekerjaannya bagaimana sehingga konsumen tidak bisa me-manage waktunya dengan maksimal. Berdasarkan permasalahan tersebut dibuatlah Aplikasi Pemesanan Dan Monitoring Servis Berbasis Web dengan menggunakan metode Agile Development dimana konsumen yang akan melakukan servis pada kendaraannya dapat terlebih dahulu melakukan penjadwalan atau pemesanan secara online tanpa harus mengantri, selain itu konsumen dapat melihat progres pada kendaraannya secara online sehingga konsumen bisa lebih dalam me-manage waktunya. Aplikasi ini dibuat berbasis website menggunakan bahasa pemograman PHP dan MySQL sebagai database server, tools system menggunakan Unified Modeling Language (UML) dan tools aplikasi menggunakan Hierarchy plus Input-Proses-Output (HIPO) dan User Interface (UI) Design Tool menggunakan Balsamiq .Hasil dari aplikasi ini dapat menampilkan data rincian harga jasa ataupun Sparepart, dapat melakukan pemesanan serta monitoring terhadap kendaraannya yang sedang di servis. Kata kunci : pemesanan , monitoring , website.",RPL
72,Ahmad Wigi Sudio,Pengembangan Aplikasi E-Surat Berbasis Web ,"Fakultas Teknik UMJ telah menggunakan e-surat untuk melakukan transaksi surat menyurat. Pada aplikasi berjalan masih terdapat kendala dimana pengguna tidak dapat melampirkan file pada disposisi dan tidak dapat melihat disposisi terakhir jika tidak masuk ke fitur melihat disposisi. Pada penelitian ini dibuat aplikasi e-surat dimana pengguna dapat melihat surat masuk internal, surat masuk eksternal, dan mengirim disposisi. Pada sistem yang dikembangkan pengguna dapat melampirkan file pada disposisi dan melihat disposisi terakhir tanpa harus masuk ke fitur lihat catatan terlebih dahulu. Aplikasi dapat diakses oleh dekan, sekretariat, admin prodi, dan user yang terdiri dari wadek, kaprodi, kasubag dan kabag. Ujicoba dilakukan dengan menggunakan black box testing. Hasil ujicoba menunjukkan semua fungionalitas aplikasi berjalan dengan baik. Pada aplikasi ini juga dapat mengatasi masalah yang ada, dimana pengguna dapat melampirkan file pada saat memberikan disposisi dan dapat langsung melihat update tanggal serta pengirim disposisi terakhir. Kata Kunci: Surat, E-Surat, Disposisi",RPL
73,Alviant Chandra Kusuma,Sistem Informasi Pemesanan Unit Rumah Subsidi Babelan Garden City Berbasis Website (Studi Kasus: Pt. Satu Gemilang Karya),"Pada sektor pembangunan rumah semakin hari semakin meningkat, peluang bisnis pembangunan rumah yang cukup menjanjikan sehingga banyak pelaku usaha yang beralih ke dunia bisnis ini. PT. Satu Gemilang Karya (SGK) merupakan perusahaan yang bergerak dibidang penjualan atau pemesanan rumah yang mana memiliki produk perumahan bernama perumahan subsidi Babelan Garden City yang berada di kota Bekasi. Saat ini belum adanya sistem untuk memudahkan konsumen dalam melihat produk perumahan dan juga melakukan pemesanan tanpa harus datang ke kantor pemasaran perumahan. Oleh karena itu, akan dibagun Sistem Informasi Pemesanan Unit Rumah pada PT. SGK berbasis Website dengan menggunakan Bahasa Pemrograman yang dipakai PHP, sebagai bahasa pemrograman untuk membangun web service dan MYSQL sebagai database. Metode yang digunakan dalam pembuatan sistem informasi ini adalah menggunakan System Development Life Cycle (SDLC) .Selanjutnya pengujian sistem informasi ini dilakukan dengan metode black box testing. Hasil dari penelitian ini yaitu sistem informasi pemesanan unit rumah Babelan Garden City yang dapat menyediakan informasi dan memunculkan fitur pemesanan untuk konsumen dalam melakukan pemesanan unit rumah. Kata Kunci : Pemesanan Rumah, Sistem Informasi Pemesanan Unit Rumah, SDLC, black box testing",RPL
74,Andrie Afrizal,Sistem Informasi Pencairan Dana Bank Berbasis Hybrid Pada Pt.Justus Kimiaraya,"Cek dan Bilyet Giro merupakan alat yang digunakan untuk transaksi di PT. Justus Kimiaraya. Pencairan Cek dan Bilyet Giro melibatkan 3 aktor yaitu admin kolektor, admin kurir, dan kurir. Admin kolektor bertugas untuk melakukan pencatatan dan pengecekan Cek dan Bilyet Giro. Admin Kurir bertugas mencatat Cek dan Bilyet Giro, membuat slip setoran sesuai Cek dan Bilyet Giro, serta membuat laporan transaksi di excel. Kurir bertugas untuk menjalankan transaksi pencairan dana ke Bank. Permasalahan yang terjadi saat ini adalah Admin Kurir tidak mengetahui update informasi jadwal bank, harus melakukan pencatatan data transaksi yang sama dua kali dan tidak dapat melakukan pemantauan transaksi yang sudah selesai. Permasalahan lainnya Admin kolektor tidak memiliki backup data foto Cek dan Bilyet Giro. Berdasarkan hal tersebut pada penelitian ini dibuat aplikasi JKRTRANS untuk pendataan transaksi pencairan Cek dan Bilyet Giro di PT. Justus Kimiaraya. Aplikasi JKRTRANS berbasis Hybrid, dimana aplikasi berbasis web untuk Admin Kolektor dan Admin Kurir, sementara itu aplikasi berbasis android untuk Kurir. Admin Kolektor dapat mengunggah Cek dan Bilyet Giro serta melihat transaksi yang sedang berlangsung. Admin Kurir dapat melakukan proses input data Cek dan Bilyet Giro, melakukan update informasi jadwal bank serta memantau transaksi yang sudah selesai. Kurir dapat melakukan konfirmasi transaksi. Output dari aplikasi JKRTRANS berupa laporan data transaksi. Pengujian aplikasi menggunakan Blackbox Testing dan melakukan uji coba terhadap pengguna. Hasil uji coba menunjukkan dengan menggunakan aplikasi JKRTRANS Admin Kolektor memiliki backup data foto Cek dan Bilyet Giro, Admin Kurir tidak perlu melakukan pencatatan data transaksi yang sama dua kali, dan dapat memantau transaksi yang sudah selesai, Kurir dapat melaporkan hasil transaksi pencairan dana di bank. Berdasarkan hasil kuesioner, Aplikasi JKRTRANS yang dibuat sudah sesuai dengan kebutuhan pengguna, mudah digunakan, dan mudah dinavigasikan. Kata Kunci : Bilyet Giro, Cek, JKRTRANS, Transaksi",RPL
75,Anggi Banyu Alfarizk,Aplikasi E-Budgeting Berbasis Web : Studi Kasis Teknik Informatika Ft Umj,"Program Studi Informatika pada Fakultas Teknik Universitas Muhammadiyah Jakarta (UMJ) merupakan salah satu institusi perguruan tinggi yang bergerak dibidang akademik yang mengoptimalkan penggunaan anggaran. Untuk pengelolaan anggaran saat ini masih belum menggunakan sistem komputerisasi, maka dengan adanya aplikasi e-budgeting bertujuan untuk mengatur anggaran program studi informatika agar sesuai dengan estimasi pagu program studi yang telah ditetapkan. Teori yang digunakan pada penelitian ini yaitu tools sistem UML, dengam menggunakan metode SDLC waterfall. Sistem yang dibuat berbasis web dengan menggunakan bahasa pemrograrman PHP dan database MySQL. Sistem ini dapat digunakan oleh super admin, admin, kaprodi, dan koorunit. Sistem yang dibuat dapat melakukan penginputan pagu prodi yang dilakukan oleh admin, dan koor unit dapat menginput realisasi pada pagu koorunit, berdasarkan pagu yang telah ditetapkan admin pada pagu prodi. Aplikasi yang dibuat juga dapat memberikan informasi laporan akhir pagu yang sudah disetujui oleh kaprodi berdasarkan semester dan tahun. Kata Kunci: e-budgeting, PHP, MySQL, SDLC Waterfall.",RPL
76,Anggi Saputra,Otomasi Pembayaran Pada Aplikasi Rental Mobil Yafa Rent Car,"Dalam Penelitian ini membahas tentang pembuatan Sistem informasi penyewaan mobil pada Yafa Rent Car. Merencang sebuah sistem untuk membantu para pegawai dalam melayani customer.dalam Pembangunan Aplikasi Sistem informasi rental mobil Yafa Rent Car ini menggunakan Metode System Development Life Cycle (SDLC) dengan menggunakan model waterfall melalui tahapan analisis dari sistem berjalan pada rental mobil Yafa rent Car, desain menggunakan UML, ERD dan Desain UI, pengkodean menggunakan bahasa PHP, serta pengujian menggunakan teknik blackbox. Dalam proses pembuatan sistem yang baru dapat diketahui bahwa untuk menyusun suatu informasi yang baik, tahap-tahap yang perlu dilakukan adalah dengan mempelajari system yang ada, kemudian mendesain suatu sistem yang dapat mengatasi masalah serta mengimplementasikan sistem yang didesain. Dengan menerapkan sistem komputerisasi pada penyewaan mobil maka proses pembuatan data-data penyewaan akan lebih cepat dan tepat. Dengan dirancangnya sebuah sistem informasi Penyewaan rental mobil ini diharapkan dapat membantu bagian admin atau penyewaan dalam proses penyewaan serta pengembalian mobil dan memeudahkan admin dalam pembuatan laporannya. Dengan hasil ujicoba dapat terlihat di Bab IV dimana Customer bias melakukakan registrasi dan melakukakan pemesanan mobil. Kata kunci : Rental, SDLC, Waterfall ,UML, ERD, PHP ,blackbox.",RPL
77,Arief Fadillah,Aplikasi Layanan Permintaan Service Laptop Berbasis Android (Studi Kasus : Pt. Okindo Perdana),"Kemajuan teknologi yang semakin berkembang seiring berjalannya tingkat kebutuhan manusia terhadap pemanfaatan teknologi yang ada. salah satunya adalah pemanfaatan teknologi berbasis smartphone android dalam dunia bisnis jasa service laptop. Adanya antrian dalam mendapatkan pelayanan service laptop merupakan suatu permasalahan bagi customer yang ingin memperbaiki laptopnya. Maka dengan adanya aplikasi ini bertujuan untuk memudahkan customer yang ingin memperbaiki laptopnya. Dengan metode firs in first out (FIFO) yang digunakan untuk mengurangi antrian dalam pelayanan service laptop dan metode forward chaining yang dapat digunakan untuk menentukan gejala-gejala kerusakan yang ditimbulkan. Sehingga customer yang ingin memperbaiki laptopnya tidak perlu antri serta dapat mengetahui gejala kerusakan yang ditimbulkan dan perkiraan biaya yang dikeluarkan. Kata kunci : Smartphone, Android, Metode First In First Out (FIFO), Metode Forward Chaining, Aplikasi Service Laptop.",RPL
78,Bani Sholih,Implementasi Framework React Native Dalam Pembuatan E-Library Berbasis Android,"E-library adalah sistem infromasi perpustakaan berbasis web dengan berbagai fitur layanan perpustakaan digital. Pada apliaksi e-library admin dapat menambah koleksi, mengelola data admin dan user, mencetak history, mencetak data user yang terkena denda dan mengatur besaran denda. Sementara itu user hanya dapat melakukan pencarian koleksi perpustakaan dan registrasi user memerlukan verifikasi admin terlebih dahulu. Pada aplikasi e-library user tidak dapat melakukan peminjaman koleksi melalui aplikasi serta tidak ada notifikasi pengingat jika user melewati batas waktu pengembalian peminjaman. Penelitian ini bertujuan untuk membuat aplikasi hybrid yang mengintegrasikan e-library berbasis website dan m-library berbasis android dengan menggunakan framework react native. Aplikasi m-library digunakan untuk user dan e-library digunakan untuk admin. Melalui aplikasi m-library user dapat melakukan pencarian koleksi dan peminjaman serta memperoleh notifikasi keterlambatan pengembalian pinjaman beserta besaran dendanya. Sementara itu untuk admin dapat menambah koleksi, mengelola data admin dan user, mencetak history, mencetak data user yang terkena denda dan mengatur besaran denda. Kata Kunci: e-library, mobile, m-library, react native, hybrid, notifikasi",RPL
79,Bulyamin,Rancang Bangun Sistem Informasi Manajemen Perangkat Teknologi Informasi (Simpati) Menggunakan Metode Object Oriented Analisis And Design (Ooad) (Studi   Kasus: Pt. Perusahaan Gas Negara (Persero) Tbk.),"Di era globalisasi ini, setiap perusahaan membutuhkan informasi yang cepat dan akurat. Salah satu informasi yang dibutuhkan ialah informasi aset yang dimiliki oleh suatu perusahaan. aset yang besar dan tersebar di berbagai cabang membutuhkan manajemen yang baik salah satu asset yang perlu untuk di kelola dan monitoring adalah asset perangkat teknologi informasi. Asset perangkat teknologi informasi adalah merupakan asset yang bernilai besar dimana keberadaanya perlu manajemen sendiri dari perusahaan. Manajemen perangkat adalah manajemen tentang pencataan, pengolalaan, pengorganisasian terhadap teknologi perangkat informasi. Untuk mengatasi hal ini PT. Perusahaan Gas Negara (Persero) tbk Merancang suatu sistem informasi untuk manajemen perangkat teknolgi infromasi dengan menggunakan metode perancangan system objek oriented analisis dan design (OOAD), metode ini sangat cocok untuk perancangan karna cocok bila integrasi data lebih besar. Salah satu modul yang akan di bangun untuk manajemen perangkat  meliputi manajemen serah terima barang, manajemen usul updrage perangkat, manajemen mutasi perangkat, dan manajemen pelaporan perangkat. Secara umum pendekatan yang dipakai penulis ialah pengumpulan data, analisa serta merancang sistem berdasarkan hasil penelitian yang dilakukan. Rancangan ini diharapkan dapat mempercepat proses dan mempermudah penelusuran suatu asset perangkat teknologi informasi. Kata kunci : assest, manajemen, perangkat , teknologi informasi, uml, OOAD.",RPL
80,Muhammad Ijtihad,"Pembuatan Aplikasi Delay Chronology (Dc) Document Berbasis Web (Studi Kasus : Pt. Indosat, Tbk Jakarta)","Delay chronology document atau dokumen kronologi keterlambatan adalah sebuah
dokumen yang berisi data-data detail mengenai project yang mengalami keterlambatan karena
tidak mencapai sebuah target yang telah ditentukan di awal pada saat pemberian project dari
Indosat. Dokumen ini nantinya akan digunakan untuk melakukan analisa mengenai delay, apakah
delay nya itu dikarenakan oleh vendor atau 3rd party ataupun Indosat. Jika delay nya sudah
diketahui, maka akan dihitung biaya pinaltinya. Penggunaan aplikasi ini diharapkan dapat
mempermudah karyawan dalam melakukan pekerjaannya. Pengajuan dokumen delay chronology
dari vendor ke Indosat dilakukan secara manual, yaitu mengirimkan hardcopy ke Indosat dan
softcopy via email. Pengajuan dokumen tersebut harus ada tanda tangan terlebih dahulu dari
project director (vendor) yang bersangkutan. Pengajuan dokumen tersebut juga tidak bisa
sembarangan karena ada template khusus dalam mengajukannya. Selain itu, sebelum adanya
sistem ini, pengajuan dokumen hingga fully approved dari senior vice president bisa memakan
waktu sampai sebulan. Dengan adanya sistem ini, dapat mempercepat dan mempermudah vendor
dan person in charge Manager Indosat terkait dalam melakukan pengajuan dokumen, pemantauan
dokumen, rekapitulasi data, maupun yang lainnya. Perancangan sistem ini menggunakan metode
Waterfall. Terdapat menu upload document, menu tracking, menu contact, menu signature, menu
project director, dan menu rekapitulasi data. Hasil penelitian atau pengujian dengan Black Box
Testing menunjukkan aplikasi ini sudah berjalan dan berfungsi dengan baik.
Kata Kunci : Dokumen, Metode Waterfall, Metode Black box testing",RPL
81,Muhammad Syifa Hizbullah,Sistem Informasi Penjualan Distributor Air Minum,"Air minum merupakan kebutuhan pokok untuk menunjang kehidupan, dalam masyarakat pendistribusian air minum sangatlah penting. Dengan adanya pendistribusian air minum, masyarakat tidak perlu khawatir kekurangan sumber air minum yang dapat dikonsumsi, namun dalam pendsitribusian air minum yang dilakukan toko distributor masih menggunakan cara konvensional dan tidak terkomputerisasi seperti memesan melalui telepon, sms (short message service), chat melalui aplikasi whatsapp dan memesan langsung ke toko distributor air minum, serta kurang baiknya toko distributor air minum dalam pengelolaan data menyebabkan terhambat nya pendistribusian air minum di masyarakat, maka dibuatlah sistem infromasi penjualan untuk distributor air minum berbasis web. Dengan adanya sistem informasi ini diharapkan membantu proses pendataan toko distributor air minum dan pendistribusian air minum menjadi lebih baik. Setalah dilakukan pengujian aplikasi dengan menggunakan metode black box testing mendapatkan hasil yang diharapkan, setiap fungsi pada sistem informasi penjualan unutuk distributor air minum berjalan dengan baik. Kata Kunci: Distributor, Air Minum, Sistem Informasi, Web",RPL
